date,state,prison_name,prison_population,male_prisoners,female_prisoners,young_prisoners,middle_prisoners,old_prisoners,drug_crimes,violent_crimes,property_crimes,other_crimes
2024-11-30,Kelantan,Pengkalan Chepa Prison,270,249,21,125,108,37,156,50,41,23
2024-11-30,Terengganu,Marang Prison,270,249,21,125,108,37,156,50,41,23
2024-12-31,Selangor,Sungai Buloh Prison,9091,8419,672,4543,3389,1159,4927,1460,1356,1348
2024-12-31,Selangor,Kajang Prison,3788,3508,280,1893,1412,483,2053,608,565,562
2024-12-31,Selangor,Kajang Women's Prison,2274,0,2274,1136,847,291,1232,365,339,338
2024-12-31,Sarawak,Puncak Borneo Prison,1569,1453,116,784,585,200,850,252,234,233
2024-12-31,Sarawak,Sibu Prison,1553,1438,115,776,579,198,841,249,231,232
2024-12-31,Sarawak,Miri Prison,2240,2074,166,1119,835,286,1214,359,334,333
2024-12-31,Sarawak,Bintulu Prison,1273,1179,94,636,474,163,689,204,190,190
2024-12-31,Sarawak,Sri Aman Prison,1386,1283,103,692,516,178,751,222,206,207
2024-12-31,Sarawak,Limbang Prison,1720,1592,128,859,641,220,932,276,256,256
2024-12-31,Johor,Simpang Renggam Prison,4547,4211,336,2272,1695,580,2464,730,678,675
2024-12-31,Johor,Kluang Prison,4112,3808,304,2055,1533,524,2228,660,613,611
2024-12-31,Sabah,Kota Kinabalu Prison,1494,1383,111,746,557,191,809,240,222,223
2024-12-31,Sabah,Kota Kinabalu Women's Prison,2383,0,2383,1191,888,304,1291,382,355,355
2024-12-31,Sabah,Tawau Prison,1054,976,78,526,392,136,571,169,157,157
2024-12-31,Sabah,Sandakan Prison,1563,1447,116,781,582,200,847,251,233,232
2024-12-31,Perak,Taiping Prison,2164,2004,160,1081,806,277,1172,347,322,323
2024-12-31,Perak,Tapah Prison,1515,1403,112,757,564,194,821,243,226,225
2024-12-31,Perak,Kamunting Detention Centre,650,602,48,324,242,84,352,104,97,97
2024-12-31,Kedah,Pokok Sena Prison,1143,1058,85,571,426,146,619,183,170,171
2024-12-31,Kedah,Sungai Petani Prison,928,859,69,463,346,119,502,149,138,139
2024-12-31,Kedah,Alor Star Prison,1176,1089,87,587,438,151,637,188,175,176
2024-12-31,Pahang,Bentong Prison,1256,1163,93,627,468,161,680,201,187,188
2024-12-31,Pahang,Penor Prison,1449,1342,107,724,540,185,785,232,216,216
2024-12-31,Penang,Penang Prison,845,782,63,422,315,108,458,135,126,126
2024-12-31,Penang,Seberang Prai Prison,778,720,58,388,290,100,421,125,116,116
2024-12-31,Melaka,Ayer Keroh Prison,429,397,32,214,159,56,232,68,64,65
2024-12-31,Melaka,Sungai Udang Prison,291,269,22,145,108,38,157,46,43,45
2024-12-31,Melaka,Banda Hilir Prison,362,335,27,180,134,48,196,58,54,54
2024-12-31,Negeri Sembilan,Seremban Prison,444,411,33,221,165,58,240,71,66,67
2024-12-31,Negeri Sembilan,Jelebu Prison,367,339,28,183,136,48,198,58,54,57
2024-12-31,Kelantan,Pengkalan Chepa Prison,270,250,20,134,100,36,146,43,40,41
2024-12-31,Terengganu,Marang Prison,270,250,20,134,100,36,146,43,40,41
